-27,-75,3,-2,-18,-12,-10,5,-13
20,161,2,2,54,8,9,29,16
4,-109,0,-4,-32,-3,3,-71,-3
-12,-5,-6,6,-13,2,-5,42,7
15,7,5,1,0,5,-2,13,15
-29,22,0,-7,23,-4,7,11,-27
36,43,-3,3,-80,-11,-6,-77,48
-32,-145,2,-3,176,16,-3,78,-43
66,221,7,-1,-101,2,12,-6,77
-91,-137,-14,25,-16,-1,-1,-50,-131
69,-14,9,-39,25,-15,7,18,119
-61,130,-2,19,244,42,-42,61,-60
173,-120,5,5,-448,-44,48,-61,49
-272,-85,-10,-8,-55,21,-23,41,-14
168,93,10,5,601,-56,21,-45,-149
6,180,-9,-12,-84,163,-44,-26,159
-42,-358,2,25,-382,-156,33,119,-83
1,326,6,-28,55,1,10,-36,109
74,-182,-4,46,74,171,-13,-54,31
-97,39,-2,-63,-34,-278,-26,13,-22
-4,6,2,8,-476,287,9,26,-136
-20,35,7,54,1793,-158,31,-96,130
44,-293,-17,-50,-2239,-18,-22,82,-209
107,372,18,30,1065,111,-5,-55,64
-95,-37,-15,-26,-73,-126,19,20,59
-107,-287,7,10,-291,62,-10,59,-4
183,369,3,34,319,-52,14,-16,-35
-141,-259,-6,-62,-570,41,-37,-58,168
85,2,10,42,909,22,27,36,-294
-104,295,-10,-9,-333,-137,12,-20,530
105,-415,-2,9,-23,466,-17,20,-750
-49,469,12,23,-219,-787,6,87,239
28,-469,-12,-84,11,595,-13,-136,572
12,288,5,52,342,62,-11,33,-591
-12,-75,3,-10,-133,-426,45,23,-120
-143,-196,-2,-8,-378,262,-41,-49,304
155,420,-4,6,1464,20,9,46,-61
-26,-404,5,38,-1314,-327,16,16,538
34,131,1,-30,116,276,-21,76,-838
58,200,-8,40,-168,234,35,-88,-99
-13,-202,5,-60,128,-486,-48,33,1064
-194,-60,-3,-15,-350,67,22,-155,-42
27,151,8,45,272,469,1,35,-1290
86,-43,-6,-7,576,-508,14,183,654
93,16,-1,59,-705,221,-21,-145,45
-42,-24,2,-56,1200,134,6,269,60
-136,9,4,-86,-1672,-250,3,-538,47
256,-19,-9,185,1062,-27,21,484,-122
-253,34,7,-177,-717,82,-40,-169,-4
42,-65,-2,76,583,66,10,33,-65
-38,22,-3,-39,-452,41,9,-268,52
111,188,5,166,1364,0,-4,374,110
24,-177,-2,-107,-1867,1,2,56,-47
2,-77,0,-135,799,-181,2,-486,-13
-60,163,-1,143,-55,-40,9,400,1
-41,388,3,-17,152,589,-10,-10,25
-110,-1080,-1,-3,-574,-951,-10,-271,-111
192,747,-4,-38,558,819,25,433,-3
262,-187,13,66,290,-498,-26,-519,108
-390,-25,-22,-131,-9,141,12,164,69
197,164,28,182,-851,209,3,379,6
-320,-36,-24,-166,541,-108,-4,-540,-170
275,-119,12,204,51,-193,5,460,-18
-203,111,-10,-261,-512,35,-6,-298,172
192,38,8,101,187,472,6,-44,-230
-118,-63,12,232,873,-569,-13,286,151
207,-201,-27,-342,-460,205,0,-191,200
-124,257,32,128,-389,125,23,-24,-358
-93,150,-26,36,78,-194,4,146,152
135,-254,5,-47,115,-49,-62,50,132
-119,-106,10,7,-167,-5,42,-451,-167
11,62,-9,21,265,609,12,685,-49
-26,304,-23,97,707,-693,8,-598,68
108,-271,29,-152,-1723,-134,-36,168,-32
119,49,27,140,1090,886,84,281,92
-210,-109,-33,-245,538,-833,-127,-332,63
90,231,5,205,-477,185,58,216,-120
-133,-183,-11,-79,-1058,-21,-13,-268,-28
81,31,-23,55,568,679,64,516,98
348,27,61,182,443,-845,2,-729,-179
-489,-58,9,-409,-364,116,-35,607,165
15,209,-91,253,558,169,-171,4,-60
152,-79,70,-40,-450,607,233,-336,186
-4,-135,-30,-48,-4,-1250,-24,99,-180
-9,-93,53,8,210,534,-98,-471,-128
-24,502,-97,101,-761,746,37,1233,108
-37,-574,55,66,1019,-718,69,-1365,35
107,262,40,-232,-495,25,-89,975,64
-36,128,28,73,771,38,43,-669,102
63,-378,-162,-23,-958,25,-39,463,-287
