13,15,-3,2,5,6,3,-1,5
-14,-60,0,0,-13,-6,-7,4,-8
6,101,2,2,41,2,2,33,8
10,-8,2,-2,9,-1,5,-38,5
-2,-13,-4,4,-4,1,0,4,12
13,-6,1,5,-4,6,-2,17,27
-16,16,1,-2,19,2,5,28,0
20,59,-2,1,-61,-9,-1,-49,48
-12,-86,0,-2,115,7,-4,29,5
54,135,7,-3,14,9,8,23,82
-37,-2,-7,22,-2,8,7,-27,-49
32,-16,2,-17,23,-7,14,-9,70
-29,114,0,2,267,35,-28,52,10
144,-6,5,7,-181,-9,20,-9,59
-128,-91,-5,-1,-236,12,-3,32,45
40,2,5,4,365,-44,18,-13,-104
46,182,-4,-8,281,119,-26,-39,55
4,-176,-2,17,-101,-37,7,80,-28
5,150,4,-11,-46,-36,17,44,81
79,-32,0,35,28,135,4,-10,112
-18,7,-2,-28,-6,-143,-22,3,90
-22,13,0,-20,-482,144,-13,29,-46
-42,48,7,34,1311,-14,18,-67,84
2,-245,-10,-16,-928,-32,-4,15,-125
109,127,8,14,137,79,-9,-40,-61
14,90,-7,-12,64,-47,10,-20,-2
-93,-197,0,-2,-227,15,0,39,-6
90,172,3,32,92,-37,14,23,-41
-51,-87,-3,-30,-478,4,-23,-35,127
34,-85,7,12,431,26,4,1,-167
-70,210,-3,3,98,-111,16,-19,363
35,-205,-5,12,75,355,-1,1,-387
-14,264,7,35,-144,-432,5,88,-148
14,-205,-5,-49,-133,163,-8,-48,424
26,83,0,3,209,225,-19,-15,-167
14,8,3,-7,76,-201,26,8,-287
-129,-188,1,-15,-302,61,-15,-41,17
26,232,-3,-9,1162,81,-6,5,-44
0,-172,2,29,-152,-246,10,21,494
34,-41,3,-1,-36,30,-11,97,-344
92,159,-5,39,-204,264,24,9,-443
79,-43,0,-21,-76,-222,-24,42,621
-115,-103,-3,-36,-426,-155,-2,-113,579
-88,48,5,9,-154,314,-1,-78,-711
-2,5,-1,2,422,-194,13,105,-57
91,21,-2,61,-283,27,-8,-40,-12
49,-3,0,5,917,161,-2,229,48
-87,6,4,-81,-755,-89,1,-309,95
169,-13,-5,104,307,-116,22,175,-27
-84,21,2,-73,-410,-34,-18,6,-31
-42,-44,0,3,173,32,-8,39,-96
-80,-22,-3,-36,-279,73,1,-229,-44
31,166,2,130,1085,73,-3,145,66
55,-11,0,23,-782,74,-1,201,19
57,-88,0,-112,17,-107,1,-285,6
-3,75,-1,31,-38,-147,10,115,7
-44,463,2,14,114,442,0,105,32
-154,-617,1,11,-460,-509,-10,-166,-79
38,130,-3,-27,98,310,15,267,-82
300,-57,10,39,388,-188,-11,-252,26
-90,-82,-12,-92,379,-47,1,-88,95
107,82,16,90,-472,162,4,291,101
-213,46,-8,-76,69,54,0,-249,-69
62,-73,4,128,120,-139,5,211,-87
-141,38,-6,-133,-392,-104,-1,-87,85
51,76,2,-32,-205,368,5,-131,-145
-67,13,14,200,668,-201,-8,155,6
140,-188,-13,-142,208,4,-8,-36,206
16,69,19,-14,-181,129,15,-60,-152
-77,219,-7,22,-103,-65,19,86,0
58,-35,-2,-25,12,-114,-43,136,132
-61,-141,8,-18,-155,-119,-1,-315,-35
-50,-79,-1,3,110,490,11,370,-84
-76,225,-24,100,817,-203,19,-228,-16
32,-46,5,-52,-906,-337,-17,-60,-48
151,3,32,88,184,549,67,221,44
-59,-106,-1,-157,722,-284,-60,-111,107
31,125,4,48,245,-99,-2,105,-13
-102,-58,-7,-31,-813,-120,-15,-163,-41
-21,-27,-30,24,-245,559,49,353,57
327,0,31,206,198,-286,51,-376,-122
-162,-58,40,-203,-166,-170,16,231,43
-147,151,-51,50,392,-1,-155,235,-17
5,72,19,10,-58,606,78,-101,169
1,-63,-11,-38,-62,-644,54,-2,-11
-8,-156,42,-30,148,-110,-44,-473,-139
-32,346,-55,71,-613,636,-7,760,-31
-69,-228,0,137,406,-82,62,-605,4
38,34,40,-95,-89,-57,-27,370,68
2,162,68,-22,682,-19,16,-299,170
65,-216,-94,-45,-276,6,-23,164,-117
41,7,49,66,-44,-299,63,380,9
-71,141,-24,-162,-567,13,-16,-637,233
48,27,-40,310,-147,753,-36,257,-187
-43,-114,101,-195,525,-261,31,-173,61
37,-6,-49,147,759,-215,46,-108,-21
137,381,-21,164,-1003,481,-26,539,50
-98,-48,44,-221,212,-385,-94,-187,257
3,-127,-36,-147,747,-326,567,-263,58
50,-151,19,-58,-349,-48,-542,164,55
87,683,-7,429,906,1030,-119,3,-372
-41,71,-4,51,-116,53,284,308,79
-37,-364,-40,-130,-1364,-409,5,-6,355
161,-183,31,-47,815,-272,-13,-92,382
67,229,1,128,-130,423,-26,12,322
-174,-475,-35,-331,178,-1022,-119,33,-36
20,673,22,-100,539,211,-53,-64,-533
217,298,-25,636,507,1076,193,155,-183
-176,-449,65,-308,-146,128,545,-311,302
190,688,-33,401,-1072,-474,-509,499,98
-13,-97,7,-136,305,144,249,157,59
-302,-706,-13,-461,-2113,169,-230,-330,132
528,214,38,105,6,-1254,-227,-698,226
-239,-160,-32,22,7178,1246,3,1072,-155
-381,600,-28,187,-5652,282,-9,-865,-46
645,624,65,712,2655,-395,1480,947,-14
-179,-818,-73,-497,-1703,377,-1269,-592,437
-76,1119,22,-72,-753,695,192,333,-90
74,-1393,32,-392,702,87,-197,-220,0
4,600,-9,118,514,-1655,-120,-19,4
-65,-818,-41,61,194,-506,-93,-580,447
81,921,-13,-11,-328,1311,715,676,-704
229,1013,47,558,1406,245,-177,507,-184
-241,-1254,-33,-530,-1593,215,-260,-589,154
146,192,109,-16,1841,-1096,45,14,818
-154,-230,-80,447,-1723,1482,-93,-508,-893
-153,-211,-13,-435,-22,-1960,-207,1605,-188
172,-240,-1,-389,38,-122,29,-563,-34
359,669,0,991,359,1409,775,141,-280
-274,727,57,-101,-145,260,-217,-247,581
64,-458,-47,138,131,-75,377,748,5
41,153,8,-337,-1368,-559,-588,20,16
18,-88,-18,168,316,24,41,-412,-55
-476,-1209,21,-443,1338,-1265,-418,-567,-195
359,189,-25,-416,-1705,1196,-58,95,-406
-230,4,-18,468,319,-1196,638,179,-126
456,794,65,598,604,3690,-41,762,-40
-416,871,-20,-532,2197,-371,137,-694,215
73,-1011,22,673,-2227,-3470,-397,245,105
17,-230,-25,-767,-69,1075,-118,-203,-142
-324,156,-1,-440,-208,-458,42,-568,273
134,-630,-56,644,-991,-182,-240,674,-331
-49,119,4,-234,380,168,395,-1280,-146
243,1357,50,706,242,1609,-6,1057,47
-402,-1780,-37,-798,413,-1841,-283,-1070,-216
727,1714,12,789,697,1432,303,785,463
-555,-1484,-3,-907,1,-637,-365,-705,-644
